,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
11,MarcForster,GiancarloGiannini,MathieuAmalric,RoryKinnear,action adventure,Quantum of Solace ,GiancarloGiannini MathieuAmalric RoryKinnear MarcForster action adventure
12,GoreVerbinski,JohnnyDepp,OrlandoBloom,JackDavenport,action adventure fantasy,Pirates of the Caribbean: Dead Man's Chest ,JohnnyDepp OrlandoBloom JackDavenport GoreVerbinski action adventure fantasy
13,GoreVerbinski,JohnnyDepp,RuthWilson,TomWilkinson,action adventure western,The Lone Ranger ,JohnnyDepp RuthWilson TomWilkinson GoreVerbinski action adventure western
14,ZackSnyder,HenryCavill,ChristopherMeloni,HarryLennix,action adventure fantasy sci-fi,Man of Steel ,HenryCavill ChristopherMeloni HarryLennix ZackSnyder action adventure fantasy sci-fi
15,AndrewAdamson,PeterDinklage,PierfrancescoFavino,DamiánAlcázar,action adventure family fantasy,The Chronicles of Narnia: Prince Caspian ,PeterDinklage PierfrancescoFavino DamiánAlcázar AndrewAdamson action adventure family fantasy
16,RobMarshall,JohnnyDepp,SamClaflin,StephenGraham,action adventure fantasy,Pirates of the Caribbean: On Stranger Tides ,JohnnyDepp SamClaflin StephenGraham RobMarshall action adventure fantasy
17,BarrySonnenfeld,WillSmith,MichaelStuhlbarg,NicoleScherzinger,action adventure comedy family fantasy sci-fi,Men in Black 3 ,WillSmith MichaelStuhlbarg NicoleScherzinger BarrySonnenfeld action adventure comedy family fantasy sci-fi
18,PeterJackson,AidanTurner,AdamBrown,JamesNesbitt,adventure fantasy,The Hobbit: The Battle of the Five Armies ,AidanTurner AdamBrown JamesNesbitt PeterJackson adventure fantasy
19,MarcWebb,EmmaStone,AndrewGarfield,ChrisZylka,action adventure fantasy,The Amazing Spider-Man ,EmmaStone AndrewGarfield ChrisZylka MarcWebb action adventure fantasy
20,RidleyScott,MarkAddy,WilliamHurt,ScottGrimes,action adventure drama history,Robin Hood ,MarkAddy WilliamHurt ScottGrimes RidleyScott action adventure drama history
21,PeterJackson,AidanTurner,AdamBrown,JamesNesbitt,adventure fantasy,The Hobbit: The Desolation of Smaug ,AidanTurner AdamBrown JamesNesbitt PeterJackson adventure fantasy
22,ChrisWeitz,ChristopherLee,EvaGreen,KristinScottThomas,adventure family fantasy,The Golden Compass ,ChristopherLee EvaGreen KristinScottThomas ChrisWeitz adventure family fantasy
23,JamesCameron,LeonardoDiCaprio,KateWinslet,GloriaStuart,drama romance,Titanic ,LeonardoDiCaprio KateWinslet GloriaStuart JamesCameron drama romance
24,AnthonyRusso,RobertDowneyJr.,ScarlettJohansson,ChrisEvans,action adventure sci-fi,Captain America: Civil War ,RobertDowneyJr. ScarlettJohansson ChrisEvans AnthonyRusso action adventure sci-fi
25,PeterBerg,LiamNeeson,AlexanderSkarsgård,TadanobuAsano,action adventure sci-fi thriller,Battleship ,LiamNeeson AlexanderSkarsgård TadanobuAsano PeterBerg action adventure sci-fi thriller
26,ColinTrevorrow,BryceDallasHoward,JudyGreer,OmarSy,action adventure sci-fi thriller,Jurassic World ,BryceDallasHoward JudyGreer OmarSy ColinTrevorrow action adventure sci-fi thriller
27,SamRaimi,J.K.Simmons,JamesFranco,KirstenDunst,action adventure fantasy romance,Spider-Man 2 ,J.K.Simmons JamesFranco KirstenDunst SamRaimi action adventure fantasy romance
28,ShaneBlack,RobertDowneyJr.,JonFavreau,DonCheadle,action adventure sci-fi,Iron Man 3 ,RobertDowneyJr. JonFavreau DonCheadle ShaneBlack action adventure sci-fi
29,BrettRatner,HughJackman,KelseyGrammer,DanielCudmore,action adventure fantasy sci-fi thriller,X-Men: The Last Stand ,HughJackman KelseyGrammer DanielCudmore BrettRatner action adventure fantasy sci-fi thriller
30,DanScanlon,SteveBuscemi,TylerLabine,SeanHayes,adventure animation comedy family fantasy,Monsters University ,SteveBuscemi TylerLabine SeanHayes DanScanlon adventure animation comedy family fantasy
31,MichaelBay,GlennMorshower,KevinDunn,RamonRodriguez,action adventure sci-fi,Transformers: Revenge of the Fallen ,GlennMorshower KevinDunn RamonRodriguez MichaelBay action adventure sci-fi
32,MichaelBay,BingbingLi,SophiaMyles,KelseyGrammer,action adventure sci-fi,Transformers: Age of Extinction ,BingbingLi SophiaMyles KelseyGrammer MichaelBay action adventure sci-fi
33,MarcWebb,EmmaStone,AndrewGarfield,B.J.Novak,action adventure fantasy sci-fi,The Amazing Spider-Man 2 ,EmmaStone AndrewGarfield B.J.Novak MarcWebb action adventure fantasy sci-fi
34,JohnLasseter,JoeMantegna,ThomasKretschmann,EddieIzzard,adventure animation comedy family sport,Cars 2 ,JoeMantegna ThomasKretschmann EddieIzzard JohnLasseter adventure animation comedy family sport
35,MartinCampbell,RyanReynolds,TemueraMorrison,TaikaWaititi,action adventure sci-fi,Green Lantern ,RyanReynolds TemueraMorrison TaikaWaititi MartinCampbell action adventure sci-fi
36,LeeUnkrich,TomHanks,JohnRatzenberger,DonRickles,adventure animation comedy family fantasy,Toy Story 3 ,TomHanks JohnRatzenberger DonRickles LeeUnkrich adventure animation comedy family fantasy
37,McG,ChristianBale,BryceDallasHoward,Common,action adventure sci-fi,Terminator Salvation ,ChristianBale BryceDallasHoward Common McG action adventure sci-fi
38,JamesWan,JasonStatham,PaulWalker,VinDiesel,action crime thriller,Furious 7 ,JasonStatham PaulWalker VinDiesel JamesWan action crime thriller
39,MarcForster,PeterCapaldi,BradPitt,MireilleEnos,action adventure horror sci-fi thriller,World War Z ,PeterCapaldi BradPitt MireilleEnos MarcForster action adventure horror sci-fi thriller
40,BryanSinger,JenniferLawrence,PeterDinklage,HughJackman,action adventure fantasy sci-fi thriller,X-Men: Days of Future Past ,JenniferLawrence PeterDinklage HughJackman BryanSinger action adventure fantasy sci-fi thriller
41,J.J.Abrams,BenedictCumberbatch,BruceGreenwood,NoelClarke,action adventure sci-fi,Star Trek Into Darkness ,BenedictCumberbatch BruceGreenwood NoelClarke J.J.Abrams action adventure sci-fi
42,BryanSinger,EddieMarsan,EwenBremner,RalphBrown,adventure fantasy,Jack the Giant Slayer ,EddieMarsan EwenBremner RalphBrown BryanSinger adventure fantasy
43,MikeNewell,JakeGyllenhaal,RichardCoyle,ReeceRitchie,action adventure fantasy romance,Prince of Persia: The Sands of Time ,JakeGyllenhaal RichardCoyle ReeceRitchie MikeNewell action adventure fantasy romance
44,GuillermodelToro,CharlieHunnam,CliftonCollinsJr.,LarryJoeCampbell,action adventure sci-fi,Pacific Rim ,CharlieHunnam CliftonCollinsJr. LarryJoeCampbell GuillermodelToro action adventure sci-fi
45,MichaelBay,GlennMorshower,LesterSpeight,KevinDunn,action adventure sci-fi,Transformers: Dark of the Moon ,GlennMorshower LesterSpeight KevinDunn MichaelBay action adventure sci-fi
46,StevenSpielberg,HarrisonFord,RayWinstone,JimBroadbent,action adventure fantasy,Indiana Jones and the Kingdom of the Crystal Skull ,HarrisonFord RayWinstone JimBroadbent StevenSpielberg action adventure fantasy
47,PeterSohn,A.J.Buckley,JackMcGraw,PeterSohn,adventure animation comedy family fantasy,The Good Dinosaur ,A.J.Buckley JackMcGraw PeterSohn PeterSohn adventure animation comedy family fantasy
48,MarkAndrews,KellyMacdonald,JohnRatzenberger,JulieWalters,adventure animation comedy family fantasy,Brave ,KellyMacdonald JohnRatzenberger JulieWalters MarkAndrews adventure animation comedy family fantasy
49,JustinLin,SofiaBoutella,MelissaRoxburgh,LydiaWilson,action adventure sci-fi thriller,Star Trek Beyond ,SofiaBoutella MelissaRoxburgh LydiaWilson JustinLin action adventure sci-fi thriller
50,AndrewStanton,JohnRatzenberger,FredWillard,JeffGarlin,adventure animation family sci-fi,WALL·E ,JohnRatzenberger FredWillard JeffGarlin AndrewStanton adventure animation family sci-fi
51,BrettRatner,TziMa,DanaIvey,NoémieLenoir,action comedy crime thriller,Rush Hour 3 ,TziMa DanaIvey NoémieLenoir BrettRatner action comedy crime thriller
52,RolandEmmerich,OliverPlatt,LiamJames,TomMcCarthy,action adventure sci-fi,2012 ,OliverPlatt LiamJames TomMcCarthy RolandEmmerich action adventure sci-fi
53,RobertZemeckis,RobinWright,ColinFirth,GaryOldman,animation drama family fantasy,A Christmas Carol ,RobinWright ColinFirth GaryOldman RobertZemeckis animation drama family fantasy
54,LanaWachowski,ChanningTatum,MilaKunis,EddieRedmayne,action adventure sci-fi,Jupiter Ascending ,ChanningTatum MilaKunis EddieRedmayne LanaWachowski action adventure sci-fi
55,AndrewAdamson,JimBroadbent,KiranShah,ShaneRangi,adventure family fantasy,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",JimBroadbent KiranShah ShaneRangi AndrewAdamson adventure family fantasy
56,BryanSinger,JenniferLawrence,MichaelFassbender,TyeSheridan,action adventure sci-fi,X-Men: Apocalypse ,JenniferLawrence MichaelFassbender TyeSheridan BryanSinger action adventure sci-fi
57,ChristopherNolan,ChristianBale,HeathLedger,MorganFreeman,action crime drama thriller,The Dark Knight ,ChristianBale HeathLedger MorganFreeman ChristopherNolan action crime drama thriller
58,PeteDocter,JohnRatzenberger,DelroyLindo,JessHarnell,adventure animation comedy family,Up ,JohnRatzenberger DelroyLindo JessHarnell PeteDocter adventure animation comedy family
59,RobLetterman,AmyPoehler,RainnWilson,StephenColbert,action adventure animation comedy family sci-fi,Monsters vs. Aliens ,AmyPoehler RainnWilson StephenColbert RobLetterman action adventure animation comedy family sci-fi
60,JonFavreau,RobertDowneyJr.,JeffBridges,JonFavreau,action adventure sci-fi,Iron Man ,RobertDowneyJr. JeffBridges JonFavreau JonFavreau action adventure sci-fi
61,MartinScorsese,ChloëGraceMoretz,ChristopherLee,RayWinstone,adventure drama family mystery,Hugo ,ChloëGraceMoretz ChristopherLee RayWinstone MartinScorsese adventure drama family mystery
62,BarrySonnenfeld,WillSmith,SalmaHayek,BaiLing,action comedy sci-fi western,Wild Wild West ,WillSmith SalmaHayek BaiLing BarrySonnenfeld action comedy sci-fi western
63,RobCohen,JetLi,BrendanFraser,RussellWong,action adventure fantasy horror thriller,The Mummy: Tomb of the Dragon Emperor ,JetLi BrendanFraser RussellWong RobCohen action adventure fantasy horror thriller
64,DavidAyer,WillSmith,RobinAtkinDownes,IkeBarinholtz,action adventure comedy sci-fi,Suicide Squad ,WillSmith RobinAtkinDownes IkeBarinholtz DavidAyer action adventure comedy sci-fi
65,TomShadyac,JimmyBennett,MorganFreeman,SteveCarell,comedy family fantasy,Evan Almighty ,JimmyBennett MorganFreeman SteveCarell TomShadyac comedy family fantasy
66,DougLiman,TomCruise,LaraPulver,NoahTaylor,action adventure sci-fi,Edge of Tomorrow ,TomCruise LaraPulver NoahTaylor DougLiman action adventure sci-fi
67,KevinReynolds,JeanneTripplehorn,RickAviles,ZakesMokae,action adventure sci-fi thriller,Waterworld ,JeanneTripplehorn RickAviles ZakesMokae KevinReynolds action adventure sci-fi thriller
68,StephenSommers,JosephGordon-Levitt,DennisQuaid,LeoHoward,action adventure sci-fi thriller,G.I. Joe: The Rise of Cobra ,JosephGordon-Levitt DennisQuaid LeoHoward StephenSommers action adventure sci-fi thriller
69,PeteDocter,AmyPoehler,MindyKaling,PhyllisSmith,adventure animation comedy drama family fantasy,Inside Out ,AmyPoehler MindyKaling PhyllisSmith PeteDocter adventure animation comedy drama family fantasy
70,JonFavreau,RobertDowneyJr.,ScarlettJohansson,JonFavreau,action adventure sci-fi,Iron Man 2 ,RobertDowneyJr. ScarlettJohansson JonFavreau JonFavreau action adventure sci-fi
71,RupertSanders,ChrisHemsworth,KristenStewart,SamClaflin,action adventure drama fantasy,Snow White and the Huntsman ,ChrisHemsworth KristenStewart SamClaflin RupertSanders action adventure drama fantasy
72,RobertStromberg,AngelinaJoliePitt,SharltoCopley,SamRiley,action adventure family fantasy romance,Maleficent ,AngelinaJoliePitt SharltoCopley SamRiley RobertStromberg action adventure family fantasy romance
73,MattReeves,GaryOldman,JudyGreer,KodiSmit-McPhee,action adventure drama sci-fi,Dawn of the Planet of the Apes ,GaryOldman JudyGreer KodiSmit-McPhee MattReeves action adventure drama sci-fi
74,CarlRinsch,KeanuReeves,Cary-HiroyukiTagawa,JinAkanishi,action adventure drama fantasy,47 Ronin ,KeanuReeves Cary-HiroyukiTagawa JinAkanishi CarlRinsch action adventure drama fantasy
75,AnthonyRusso,ScarlettJohansson,ChrisEvans,HayleyAtwell,action adventure sci-fi,Captain America: The Winter Soldier ,ScarlettJohansson ChrisEvans HayleyAtwell AnthonyRusso action adventure sci-fi
76,MikeMitchell,JonHamm,KathyGriffin,MaryKayPlace,adventure animation comedy family fantasy,Shrek Forever After ,JonHamm KathyGriffin MaryKayPlace MikeMitchell adventure animation comedy family fantasy
77,BradBird,JudyGreer,ChrisBauer,ThomasRobinson,action adventure family mystery sci-fi,Tomorrowland ,JudyGreer ChrisBauer ThomasRobinson BradBird action adventure family mystery sci-fi
78,DonHall,DamonWayansJr.,DanielHenney,AbrahamBenrubi,action adventure animation comedy drama family sci-fi,Big Hero 6 ,DamonWayansJr. DanielHenney AbrahamBenrubi DonHall action adventure animation comedy drama family sci-fi
79,RichMoore,JackMcBrayer,SarahSilverman,JoeLoTruglio,adventure animation comedy family sci-fi,Wreck-It Ralph ,JackMcBrayer SarahSilverman JoeLoTruglio RichMoore adventure animation comedy family sci-fi
80,RobertZemeckis,TomHanks,EddieDeezen,PeterScolari,adventure animation family fantasy,The Polar Express ,TomHanks EddieDeezen PeterScolari RobertZemeckis adventure animation family fantasy
81,RolandEmmerich,VivicaA.Fox,SelaWard,JuddHirsch,action adventure sci-fi,Independence Day: Resurgence ,VivicaA.Fox SelaWard JuddHirsch RolandEmmerich action adventure sci-fi
82,DeanDeBlois,GerardButler,AmericaFerrera,CraigFerguson,adventure animation family fantasy,How to Train Your Dragon ,GerardButler AmericaFerrera CraigFerguson DeanDeBlois adventure animation family fantasy
83,JonathanMostow,NickStahl,M.C.Gainey,CarolynHennesy,action sci-fi,Terminator 3: Rise of the Machines ,NickStahl M.C.Gainey CarolynHennesy JonathanMostow action sci-fi
84,JamesGunn,BradleyCooper,VinDiesel,DjimonHounsou,action adventure sci-fi,Guardians of the Galaxy ,BradleyCooper VinDiesel DjimonHounsou JamesGunn action adventure sci-fi
85,ChristopherNolan,MatthewMcConaughey,AnneHathaway,MackenzieFoy,adventure drama sci-fi,Interstellar ,MatthewMcConaughey AnneHathaway MackenzieFoy ChristopherNolan adventure drama sci-fi
86,ChristopherNolan,LeonardoDiCaprio,TomHardy,JosephGordon-Levitt,action adventure sci-fi thriller,Inception ,LeonardoDiCaprio TomHardy JosephGordon-Levitt ChristopherNolan action adventure sci-fi thriller
87,PeterJackson,AidanTurner,AdamBrown,JamesNesbitt,adventure fantasy,The Hobbit: An Unexpected Journey ,AidanTurner AdamBrown JamesNesbitt PeterJackson adventure fantasy
88,DavidFincher,BradPitt,JasonFlemyng,JuliaOrmond,drama fantasy romance,The Curious Case of Benjamin Button ,BradPitt JasonFlemyng JuliaOrmond DavidFincher drama fantasy romance
89,MatthewVaughn,JenniferLawrence,MichaelFassbender,OliverPlatt,action adventure sci-fi,X-Men: First Class ,JenniferLawrence MichaelFassbender OliverPlatt MatthewVaughn action adventure sci-fi
90,FrancisLawrence,JenniferLawrence,PhilipSeymourHoffman,JoshHutcherson,adventure sci-fi,The Hunger Games: Mockingjay - Part 2 ,JenniferLawrence PhilipSeymourHoffman JoshHutcherson FrancisLawrence adventure sci-fi
91,JonTurteltaub,NicolasCage,OmarBensonMiller,RobertCapron,action adventure family fantasy,The Sorcerer's Apprentice ,NicolasCage OmarBensonMiller RobertCapron JonTurteltaub action adventure family fantasy
92,WolfgangPetersen,JimmyBennett,MikeVogel,AndreBraugher,action adventure drama thriller,Poseidon ,JimmyBennett MikeVogel AndreBraugher WolfgangPetersen action adventure drama thriller
93,JamesBobin,JohnnyDepp,AlanRickman,AnneHathaway,adventure family fantasy,Alice Through the Looking Glass ,JohnnyDepp AlanRickman AnneHathaway JamesBobin adventure family fantasy
94,ChrisMiller,JustinTimberlake,EricIdle,RupertEverett,adventure animation comedy family fantasy,Shrek the Third ,JustinTimberlake EricIdle RupertEverett ChrisMiller adventure animation comedy family fantasy
95,DuncanJones,DominicCooper,CallumRennie,RuthNegga,action adventure fantasy,Warcraft ,DominicCooper CallumRennie RuthNegga DuncanJones action adventure fantasy
96,AlanTaylor,J.K.Simmons,EmiliaClarke,MattSmith,action adventure sci-fi,Terminator Genisys ,J.K.Simmons EmiliaClarke MattSmith AlanTaylor action adventure sci-fi
97,MichaelApted,BruceSpence,ShaneRangi,LauraBrent,adventure family fantasy,The Chronicles of Narnia: The Voyage of the Dawn Treader ,BruceSpence ShaneRangi LauraBrent MichaelApted adventure family fantasy
98,MichaelBay,JenniferGarner,JaimeKing,Mako,action drama history romance war,Pearl Harbor ,JenniferGarner JaimeKing Mako MichaelBay action drama history romance war
99,MichaelBay,ZackWard,MichaelO'Neill,KevinDunn,action adventure sci-fi,Transformers ,ZackWard MichaelO'Neill KevinDunn MichaelBay action adventure sci-fi
100,OliverStone,AnthonyHopkins,AngelinaJoliePitt,BrianBlessed,action adventure biography drama history romance war,Alexander ,AnthonyHopkins AngelinaJoliePitt BrianBlessed OliverStone action adventure biography drama history romance war
101,DavidYates,RobertPattinson,DanielRadcliffe,FionaShaw,adventure family fantasy mystery,Harry Potter and the Order of the Phoenix ,RobertPattinson DanielRadcliffe FionaShaw DavidYates adventure family fantasy mystery
102,MikeNewell,RobertPattinson,DanielRadcliffe,RupertGrint,adventure family fantasy mystery,Harry Potter and the Goblet of Fire ,RobertPattinson DanielRadcliffe RupertGrint MikeNewell adventure family fantasy mystery
103,PeterBerg,WillSmith,CharlizeTheron,EddieMarsan,action drama,Hancock ,WillSmith CharlizeTheron EddieMarsan PeterBerg action drama
104,FrancisLawrence,WillSmith,AliceBraga,WillowSmith,drama horror sci-fi,I Am Legend ,WillSmith AliceBraga WillowSmith FrancisLawrence drama horror sci-fi
105,TimBurton,JohnnyDepp,ChristopherLee,DavidKelly,adventure comedy family fantasy,Charlie and the Chocolate Factory ,JohnnyDepp ChristopherLee DavidKelly TimBurton adventure comedy family fantasy
106,BradBird,JaneaneGarofalo,JohnRatzenberger,BrianDennehy,animation comedy family fantasy,Ratatouille ,JaneaneGarofalo JohnRatzenberger BrianDennehy BradBird animation comedy family fantasy
107,ChristopherNolan,ChristianBale,LiamNeeson,MorganFreeman,action adventure,Batman Begins ,ChristianBale LiamNeeson MorganFreeman ChristopherNolan action adventure
108,EricDarnell,BernieMac,JadaPinkettSmith,CedrictheEntertainer,action adventure animation comedy family,Madagascar: Escape 2 Africa ,BernieMac JadaPinkettSmith CedrictheEntertainer EricDarnell action adventure animation comedy family
109,ShawnLevy,RobinWilliams,RamiMalek,SteveCoogan,adventure comedy family fantasy,Night at the Museum: Battle of the Smithsonian ,RobinWilliams RamiMalek SteveCoogan ShawnLevy adventure comedy family fantasy
110,GavinHood,HughJackman,RyanReynolds,DominicMonaghan,action adventure fantasy sci-fi thriller,X-Men Origins: Wolverine ,HughJackman RyanReynolds DominicMonaghan GavinHood action adventure fantasy sci-fi thriller
111,LanaWachowski,EssieDavis,CollinChou,NonaGaye,action sci-fi,The Matrix Revolutions ,EssieDavis CollinChou NonaGaye LanaWachowski action sci-fi
112,ChrisBuck,JoshGad,MauriceLaMarche,LivvyStubenrauch,adventure animation comedy family fantasy musical,Frozen ,JoshGad MauriceLaMarche LivvyStubenrauch ChrisBuck adventure animation comedy family fantasy musical
113,LanaWachowski,SteveBastoni,DanielBernhardt,HelmutBakaitis,action sci-fi,The Matrix Reloaded ,SteveBastoni DanielBernhardt HelmutBakaitis LanaWachowski action sci-fi
114,AlanTaylor,ChrisHemsworth,NataliePortman,AnthonyHopkins,action adventure fantasy,Thor: The Dark World ,ChrisHemsworth NataliePortman AnthonyHopkins AlanTaylor action adventure fantasy
115,GeorgeMiller,TomHardy,CharlizeTheron,ZoëKravitz,action adventure sci-fi thriller,Mad Max: Fury Road ,TomHardy CharlizeTheron ZoëKravitz GeorgeMiller action adventure sci-fi thriller
116,RonHoward,TomHanks,AyeletZurer,ArminMueller-Stahl,mystery thriller,Angels & Demons ,TomHanks AyeletZurer ArminMueller-Stahl RonHoward mystery thriller
117,KennethBranagh,ChrisHemsworth,NataliePortman,AnthonyHopkins,action adventure fantasy,Thor ,ChrisHemsworth NataliePortman AnthonyHopkins KennethBranagh action adventure fantasy
118,ByronHoward,ChloëGraceMoretz,DiedrichBader,JamesLipton,adventure animation comedy drama family,Bolt ,ChloëGraceMoretz DiedrichBader JamesLipton ByronHoward adventure animation comedy drama family
119,HoytYeatman,KelliGarner,PiperMackenzieHarris,NiecyNash,action adventure animation comedy family fantasy sci-fi,G-Force ,KelliGarner PiperMackenzieHarris NiecyNash HoytYeatman action adventure animation comedy family fantasy sci-fi
120,JonathanLiebesman,LiamNeeson,EdgarRamírez,LilyJames,action adventure fantasy,Wrath of the Titans ,LiamNeeson EdgarRamírez LilyJames JonathanLiebesman action adventure fantasy
121,TimBurton,JohnnyDepp,ChloëGraceMoretz,ChristopherLee,comedy fantasy horror,Dark Shadows ,JohnnyDepp ChloëGraceMoretz ChristopherLee TimBurton comedy fantasy horror
122,ChristopherMcQuarrie,TomCruise,JeremyRenner,SeanHarris,action adventure thriller,Mission: Impossible - Rogue Nation ,TomCruise JeremyRenner SeanHarris ChristopherMcQuarrie action adventure thriller
123,JoeJohnston,AnthonyHopkins,SimonMerrells,ArtMalik,drama fantasy horror thriller,The Wolfman ,AnthonyHopkins SimonMerrells ArtMalik JoeJohnston drama fantasy horror thriller
124,DavidYates,ChristophWaltz,AlexanderSkarsgård,CasperCrump,action adventure drama romance,The Legend of Tarzan ,ChristophWaltz AlexanderSkarsgård CasperCrump DavidYates action adventure drama romance
125,SteveHickner,MatthewBroderick,OprahWinfrey,RipTorn,adventure animation comedy family,Bee Movie ,MatthewBroderick OprahWinfrey RipTorn SteveHickner adventure animation comedy family
126,JenniferYuhNelson,AngelinaJoliePitt,GaryOldman,MikeBell,action adventure animation comedy family,Kung Fu Panda 2 ,AngelinaJoliePitt GaryOldman MikeBell JenniferYuhNelson action adventure animation comedy family
127,M.NightShyamalan,SeychelleGabriel,NoahRinger,AasifMandvi,action adventure family fantasy,The Last Airbender ,SeychelleGabriel NoahRinger AasifMandvi M.NightShyamalan action adventure family fantasy
128,J.J.Abrams,PhilipSeymourHoffman,TomCruise,EddieMarsan,action adventure thriller,Mission: Impossible III ,PhilipSeymourHoffman TomCruise EddieMarsan J.J.Abrams action adventure thriller
129,RolandEmmerich,ChanningTatum,JakeWeber,MattCraven,action drama thriller,White House Down ,ChanningTatum JakeWeber MattCraven RolandEmmerich action drama thriller
130,SimonWells,ElisabethHarnois,DanFogler,TomEverettScott,action adventure animation comedy family sci-fi,Mars Needs Moms ,ElisabethHarnois DanFogler TomEverettScott SimonWells action adventure animation comedy family sci-fi
131,DavidBowers,HughJackman,KateWinslet,DavidSuchet,adventure animation comedy family,Flushed Away ,HughJackman KateWinslet DavidSuchet DavidBowers adventure animation comedy family
132,RobMinkoff,TyBurrell,ZachCallison,KaranBrar,adventure animation comedy family sci-fi,Mr. Peabody & Sherman ,TyBurrell ZachCallison KaranBrar RobMinkoff adventure animation comedy family sci-fi
133,WolfgangPetersen,BradPitt,OrlandoBloom,JulianGlover,adventure,Troy ,BradPitt OrlandoBloom JulianGlover WolfgangPetersen adventure
134,EricDarnell,JadaPinkettSmith,MartinShort,CedrictheEntertainer,adventure animation comedy family,Madagascar 3: Europe's Most Wanted ,JadaPinkettSmith MartinShort CedrictheEntertainer EricDarnell adventure animation comedy family
135,LeeTamahori,TobyStephens,ColinSalmon,RickYune,action adventure thriller,Die Another Day ,TobyStephens ColinSalmon RickYune LeeTamahori action adventure thriller
136,MichaelBay,BruceWillis,SteveBuscemi,WillPatton,action adventure sci-fi thriller,Armageddon ,BruceWillis SteveBuscemi WillPatton MichaelBay action adventure sci-fi thriller
137,BarrySonnenfeld,WillSmith,RosarioDawson,RipTorn,action adventure comedy family fantasy mystery sci-fi,Men in Black II ,WillSmith RosarioDawson RipTorn BarrySonnenfeld action adventure comedy family fantasy mystery sci-fi
138,RobertZemeckis,RobinWright,AnthonyHopkins,SebastianRoché,action adventure animation fantasy,Beowulf ,RobinWright AnthonyHopkins SebastianRoché RobertZemeckis action adventure animation fantasy
139,AlessandroCarloni,J.K.Simmons,AngelinaJoliePitt,WayneKnight,action adventure animation comedy family,Kung Fu Panda 3 ,J.K.Simmons AngelinaJoliePitt WayneKnight AlessandroCarloni action adventure animation comedy family
140,BradBird,TomCruise,JeremyRenner,MichaelNyqvist,action adventure thriller,Mission: Impossible - Ghost Protocol ,TomCruise JeremyRenner MichaelNyqvist BradBird action adventure thriller
141,PeterRamsey,HughJackman,KamilMcFadden,KhamaniGriffin,adventure animation family fantasy,Rise of the Guardians ,HughJackman KamilMcFadden KhamaniGriffin PeterRamsey adventure animation family fantasy
142,DeanParisot,JohnMichaelHiggins,RichardBurgi,DavidHerman,comedy crime,Fun with Dick and Jane ,JohnMichaelHiggins RichardBurgi DavidHerman DeanParisot comedy crime
143,EdwardZwick,TomCruise,TonyGoldwyn,ChadLindberg,action drama history war,The Last Samurai ,TomCruise TonyGoldwyn ChadLindberg EdwardZwick action drama history war
144,J.J.Abrams,ChrisHemsworth,LeonardNimoy,BruceGreenwood,action adventure sci-fi,Star Trek ,ChrisHemsworth LeonardNimoy BruceGreenwood J.J.Abrams action adventure sci-fi
